LTL Formula,Trace,Type,AST
F(G(x1 -> X(x1) & X(X(!x1))) & G(!x1->X(!x1) & X(X(x1)))),True,Positive,"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x1"")),Next(Next(Not(AtomicProposition(""x1""))))))),Always(LImplies(Not(AtomicProposition(""x1"")),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))))"
F(G(x1 -> X(x1) & X(X(!x1))) & G(!x1->X(!x1) & X(X(x1)))),[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x1"")),Next(Next(Not(AtomicProposition(""x1""))))))),Always(LImplies(Not(AtomicProposition(""x1"")),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))))"
(x1 -> G(!x2 & F(!x1 U x1))),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Always(LAnd(Not(AtomicProposition(""x2"")),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))))"
(x1 -> G(!x2 & F(!x1 U x1))),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Always(LAnd(Not(AtomicProposition(""x2"")),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))))"
G(x1 U !x1 & !x1 U x1),[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))"
G(x1 U !x1 & !x1 U x1),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))))"
F((x1 <-> X(!x2)) | G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"Eventually(LOr(LEquiv(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x2"")))),Always(AtomicProposition(""x2""))))"
F((x1 <-> X(!x2)) | G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Negative,"Eventually(LOr(LEquiv(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x2"")))),Always(AtomicProposition(""x2""))))"
G(x2 -> !F(x1) & x3 -> !F(x2)),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x2""),LImplies(LAnd(Not(Eventually(AtomicProposition(""x1""))),AtomicProposition(""x3"")),Not(Eventually(AtomicProposition(""x2""))))))"
G(x2 -> !F(x1) & x3 -> !F(x2)),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Negative,"Always(LImplies(AtomicProposition(""x2""),LImplies(LAnd(Not(Eventually(AtomicProposition(""x1""))),AtomicProposition(""x3"")),Not(Eventually(AtomicProposition(""x2""))))))"
F(G(x1 U x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Eventually(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))))"
F(G(x1 U x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Eventually(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))))"
(x1 & x2) -> (X(x3) & X(X(!x3))),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Positive,"LImplies(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),LAnd(Next(AtomicProposition(""x3"")),Next(Next(Not(AtomicProposition(""x3""))))))"
(x1 & x2) -> (X(x3) & X(X(!x3))),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Negative,"LImplies(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),LAnd(Next(AtomicProposition(""x3"")),Next(Next(Not(AtomicProposition(""x3""))))))"
(x1 -> X(x1)) & (X(x1) -> X(X(x1))),[x1 = TRUE];[x1 = TRUE];...,Positive,"LAnd(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),LImplies(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))))"
(x1 -> X(x1)) & (X(x1) -> X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LAnd(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),LImplies(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))))"
x1 -> F(x2 U !x1),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Eventually(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x1"")))))"
x1 -> F(x2 U !x1),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Eventually(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x1"")))))"
X(X(X(x1))) -> (F(!x2) & x3),"[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"LImplies(Next(Next(Next(AtomicProposition(""x1"")))),LAnd(Eventually(Not(AtomicProposition(""x2""))),AtomicProposition(""x3"")))"
X(X(X(x1))) -> (F(!x2) & x3),"[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Negative,"LImplies(Next(Next(Next(AtomicProposition(""x1"")))),LAnd(Eventually(Not(AtomicProposition(""x2""))),AtomicProposition(""x3"")))"
G(x1 U x2) & G(!(x1 & x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"LAnd(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))))"
G(x1 U x2) & G(!(x1 & x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];...",Negative,"LAnd(Always(Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))))"
G(F(X(X(X(x1))))),[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Positive,"Always(Eventually(Next(Next(Next(AtomicProposition(""x1""))))))"
G(F(X(X(X(x1))))),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(Eventually(Next(Next(Next(AtomicProposition(""x1""))))))"
G((x1 -> ! x2) & (x2 -> ! x1)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(LAnd(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),LImplies(AtomicProposition(""x2""),Not(AtomicProposition(""x1"")))))"
G((x1 -> ! x2) & (x2 -> ! x1)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LAnd(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),LImplies(AtomicProposition(""x2""),Not(AtomicProposition(""x1"")))))"
G(X(X(X(x1))) -> x2),"[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(Next(Next(Next(AtomicProposition(""x1"")))),AtomicProposition(""x2"")))"
G(X(X(X(x1))) -> x2),"[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Negative,"Always(LImplies(Next(Next(Next(AtomicProposition(""x1"")))),AtomicProposition(""x2"")))"
F(G(F(x1))),[x1 = FALSE];[x1 = TRUE];...,Positive,"Eventually(Always(Eventually(AtomicProposition(""x1""))))"
F(G(F(x1))),[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(Always(Eventually(AtomicProposition(""x1""))))"
G(X(!x1) -> x1),[x1 = TRUE];[x1 = TRUE];...,Positive,"Always(LImplies(Next(Not(AtomicProposition(""x1""))),AtomicProposition(""x1"")))"
G(X(!x1) -> x1),[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Negative,"Always(LImplies(Next(Not(AtomicProposition(""x1""))),AtomicProposition(""x1"")))"
G(x1->!x2 & !x3) & G(x2 | x3 -> !x1),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))),Always(LImplies(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),Not(AtomicProposition(""x1"")))))"
G(x1->!x2 & !x3) & G(x2 | x3 -> !x1),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"LAnd(Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))),Always(LImplies(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),Not(AtomicProposition(""x1"")))))"
G(x1 -> (X(x2) & X(X(!x3)))),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x2"")),Next(Next(Not(AtomicProposition(""x3"")))))))"
G(x1 -> (X(x2) & X(X(!x3)))),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(AtomicProposition(""x2"")),Next(Next(Not(AtomicProposition(""x3"")))))))"
G(F(x1 -> X(!x1)) & x2 -> !x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(LImplies(LAnd(Eventually(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),AtomicProposition(""x2"")),Not(AtomicProposition(""x2""))))"
G(F(x1 -> X(!x1)) & x2 -> !x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(LAnd(Eventually(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),AtomicProposition(""x2"")),Not(AtomicProposition(""x2""))))"
G(!x1) -> (G(x1) | F(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LImplies(Always(Not(AtomicProposition(""x1""))),LOr(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
G(!x1) -> (G(x1) | F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LImplies(Always(Not(AtomicProposition(""x1""))),LOr(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
G(G(x1) -> F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
G(G(x1) -> F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(Always(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
(x1 U x2) | G(x1 -> X(!x1)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))))"
(x1 U x2) | G(x1 -> X(!x1)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))))"
G(X(x1) & F(x1 -> x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(LAnd(Next(AtomicProposition(""x1"")),Eventually(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))))"
G(X(x1) & F(x1 -> x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LAnd(Next(AtomicProposition(""x1"")),Eventually(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))))"
X(!x1 U x1) -> F(!x1),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))),Eventually(Not(AtomicProposition(""x1""))))"
X(!x1 U x1) -> F(!x1),[x1 = TRUE];[x1 = TRUE];...,Negative,"LImplies(Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1""))),Eventually(Not(AtomicProposition(""x1""))))"
F(x2 & x1) -> (x1 U x2) | (X(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];...",Positive,"LImplies(Eventually(LAnd(AtomicProposition(""x2""),AtomicProposition(""x1""))),LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Next(AtomicProposition(""x2""))))"
F(x2 & x1) -> (x1 U x2) | (X(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(Eventually(LAnd(AtomicProposition(""x2""),AtomicProposition(""x1""))),LOr(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Next(AtomicProposition(""x2""))))"
x1 -> F(G(x1)),[x1 = TRUE];[x1 = TRUE];...,Positive,"LImplies(AtomicProposition(""x1""),Eventually(Always(AtomicProposition(""x1""))))"
x1 -> F(G(x1)),[x1 = TRUE];[x1 = FALSE];...,Negative,"LImplies(AtomicProposition(""x1""),Eventually(Always(AtomicProposition(""x1""))))"
((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"LAnd(LImplies(LAnd(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Eventually(AtomicProposition(""x3""))),AtomicProposition(""x4"")),LImplies(LOr(LOr(Not(Eventually(AtomicProposition(""x1""))),Not(Eventually(AtomicProposition(""x2"")))),Not(Eventually(AtomicProposition(""x3"")))),Not(AtomicProposition(""x4""))))"
((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"LAnd(LImplies(LAnd(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Eventually(AtomicProposition(""x3""))),AtomicProposition(""x4"")),LImplies(LOr(LOr(Not(Eventually(AtomicProposition(""x1""))),Not(Eventually(AtomicProposition(""x2"")))),Not(Eventually(AtomicProposition(""x3"")))),Not(AtomicProposition(""x4""))))"
G(((!x1) -> (!x2)) & ((!x2)->(!x1))) & F(x1 & x2),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LAnd(Always(LAnd(LImplies(Not(AtomicProposition(""x1"")),Not(AtomicProposition(""x2""))),LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))),Eventually(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G(((!x1) -> (!x2)) & ((!x2)->(!x1))) & F(x1 & x2),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LAnd(Always(LAnd(LImplies(Not(AtomicProposition(""x1"")),Not(AtomicProposition(""x2""))),LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))),Eventually(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
X(x1)->X(X(X(x2))),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(Next(AtomicProposition(""x1"")),Next(Next(Next(AtomicProposition(""x2"")))))"
X(x1)->X(X(X(x2))),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LImplies(Next(AtomicProposition(""x1"")),Next(Next(Next(AtomicProposition(""x2"")))))"
G(x1 & !x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))"
G(x1 & !x2),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))"
F(G(x1)) | G(F(x1)),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"LOr(Eventually(Always(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x1""))))"
F(G(x1)) | G(F(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"LOr(Eventually(Always(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x1""))))"
x1 -> F(!x1) & !x1 -> F(x1),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),LImplies(LAnd(Eventually(Not(AtomicProposition(""x1""))),Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1""))))"
x1 -> F(!x1) & !x1 -> F(x1),True,Negative,"LImplies(AtomicProposition(""x1""),LImplies(LAnd(Eventually(Not(AtomicProposition(""x1""))),Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1""))))"
(x1 <-> x2) U (x1 U x3),"[x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"Until(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))"
(x1 <-> x2) U (x1 U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Negative,"Until(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))"
G(!(x1 & x2)) & G(x1 | x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LAnd(Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))),Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G(!(x1 & x2)) & G(x1 | x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LAnd(Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")))),Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G(x1 | x2) & X(G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"LAnd(Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))),Next(Always(AtomicProposition(""x2""))))"
G(x1 | x2) & X(G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LAnd(Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))),Next(Always(AtomicProposition(""x2""))))"
G((!x1 & X(x1)) -> X(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1""))),Next(Eventually(AtomicProposition(""x2"")))))"
G((!x1 & X(x1)) -> X(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1""))),Next(Eventually(AtomicProposition(""x2"")))))"
G(F(x1) | F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LOr(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
G(F(x1) | F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LOr(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))))"
x1 -> X(!x1) & F(x2),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x2""))))"
x1 -> X(!x1) & F(x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x2""))))"
F(x1) -> G(x1),[x1 = TRUE];[x1 = TRUE];...,Positive,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x1"")))"
F(x1) -> G(x1),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x1"")))"
G(F(x1 -> X(x2 U !x3))),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"Always(Eventually(LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x3"")))))))"
G(F(x1 -> X(x2 U !x3))),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = TRUE];...",Negative,"Always(Eventually(LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), Not(AtomicProposition(""x3"")))))))"
G(F(x1 -> !x1)),[x1 = FALSE];[x1 = FALSE];...,Positive,"Always(Eventually(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x1"")))))"
G(F(x1 -> !x1)),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"Always(Eventually(LImplies(AtomicProposition(""x1""),Not(AtomicProposition(""x1"")))))"
G(F(G(x1))) & F(G(F(x2))),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];...",Positive,"LAnd(Always(Eventually(Always(AtomicProposition(""x1"")))),Eventually(Always(Eventually(AtomicProposition(""x2"")))))"
G(F(G(x1))) & F(G(F(x2))),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LAnd(Always(Eventually(Always(AtomicProposition(""x1"")))),Eventually(Always(Eventually(AtomicProposition(""x2"")))))"
x1 -> X(X(X(x1))),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
x1 -> X(X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
X(X(F(X(x1)))),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];...,Positive,"Next(Next(Eventually(Next(AtomicProposition(""x1"")))))"
X(X(F(X(x1)))),[x1 = FALSE];[x1 = FALSE];...,Negative,"Next(Next(Eventually(Next(AtomicProposition(""x1"")))))"
F(x1) -> G(x2),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x2"")))"
F(x1) -> G(x2),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Negative,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x2"")))"
x1 -> X(X(X(x1))),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
x1 -> X(X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
(x1 U x2) & G(x1),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"LAnd(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(AtomicProposition(""x1"")))"
(x1 U x2) & G(x1),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LAnd(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")),Always(AtomicProposition(""x1"")))"
